"LEA.Name","School.Code","School.Name","SBE.District","SPG.Grade","SPG.Score","Reading.SPG.Grade","Reading..SPG.Score","Math.SPG.Grade","Math.SPG.Score","EVAAS.Growth.Status","EVAAS.Growth.Score","Overall.Achievement.Score.99","Read.Score.99","Math.Score.99","Science.Score.99","Math.I.Score.99","English.II.Score.99","Biology.Score.99","The.ACT.Score.99","ACT.WorkKeys.Score.99","Math.Course.Rigor.Score.99","Cohort.Grad.Rate.Std.Score.99","State.Gap.Compared"
"Alamance-Burlington Schools","010303","Alamance-Burlington Middle College","Piedmont-Triad","A",86,"",NA,"",NA,"",NA,86,NA,NA,NA,NA,NA,43,69,75,99,95,"N"
"Alamance-Burlington Schools","010304","Alexander Wilson Elementary","Piedmont-Triad","C",69,"C",66,"C",67,"Exceeded",92,63,61,61,80,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010308","Altamahaw Ossipee Elem","Piedmont-Triad","C",69,"C",66,"B",73,"Met",72.5,68,63,72,72,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010310","Broadview Middle","Piedmont-Triad","D",45,"D",46,"F",35,"Exceeded",89.8,34,34,24,54,81,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010311","Career Technical Education Center","Piedmont-Triad","I",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010312","Highland Elementary","Piedmont-Triad","B",74,"B",75,"B",71,"Exceeded",86.3,71,73,68,73,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010320","E M Yoder Elementary","Piedmont-Triad","B",73,"B",72,"B",73,"Exceeded",91.5,68,69,68,67,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010324","Eastern Alamance High","Piedmont-Triad","C",66,"",NA,"",NA,"Met",73.1,64,NA,NA,NA,54,54,54,57,82,85,85,""
"Alamance-Burlington Schools","010326","Eastlawn Elementary","Piedmont-Triad","F",31,"F",33,"F",33,"NotMet",69.1,22,23,21,18,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010328","Edwin M Holt Elementary","Piedmont-Triad","C",62,"C",67,"C",61,"NotMet",68.5,60,63,61,50,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010340","Elon Elementary","Piedmont-Triad","C",60,"C",65,"D",52,"Met",79.2,55,60,48,60,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010346","B Everett Jordan Elem","Piedmont-Triad","C",58,"C",61,"C",55,"Met",74.9,54,56,50,58,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010347","Garrett Elementary","Piedmont-Triad","C",63,"C",61,"C",66,"Met",72.4,61,58,63,64,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010348","Graham High","Piedmont-Triad","D",50,"",NA,"",NA,"NotMet",55.7,49,NA,NA,NA,39,35,23,27,73,99,80,""
"Alamance-Burlington Schools","010350","Graham Middle","Piedmont-Triad","D",43,"D",42,"F",34,"Met",80.6,33,33,24,52,99,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010351","Grove Park Elementary","Piedmont-Triad","D",45,"D",48,"D",40,"Exceeded",85.1,35,39,29,41,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010353","Hawfields Middle","Piedmont-Triad","C",61,"C",59,"D",50,"Exceeded",90.3,54,53,42,85,99,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010354","Harvey R Newlin Elementary","Piedmont-Triad","D",40,"D",40,"F",38,"Met",84.7,29,30,25,39,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010357","Haw River Elementary","Piedmont-Triad","D",42,"D",41,"D",43,"Met",80.3,32,31,33,36,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010358","Hillcrest Elementary","Piedmont-Triad","D",50,"D",53,"D",47,"Met",81.1,42,46,38,41,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010360","Hugh M Cummings High","Piedmont-Triad","C",60,"",NA,"",NA,"Exceeded",92.4,52,NA,NA,NA,36,42,45,31,70,83,70,""
"Alamance-Burlington Schools","010362","Marvin B Smith Elementary","Piedmont-Triad","B",75,"B",71,"B",74,"Met",82.5,73,69,72,85,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010364","North Graham Elementary","Piedmont-Triad","D",53,"D",52,"D",52,"Met",81.4,46,45,45,57,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010372","Pleasant Grove Elementary","Piedmont-Triad","C",60,"C",60,"C",58,"Exceeded",88.4,54,54,50,68,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010374","R Homer Andrews Elementary","Piedmont-Triad","D",42,"D",44,"D",44,"NotMet",59.8,37,35,41,33,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010378","Ray Street Academy","Piedmont-Triad","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010380","South Graham Elementary","Piedmont-Triad","D",45,"D",47,"D",45,"Met",82.6,36,38,34,35,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010384","South Mebane Elementary","Piedmont-Triad","B",72,"C",67,"B",73,"Exceeded",89.9,67,62,69,78,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010388","Southern High","Piedmont-Triad","C",64,"",NA,"",NA,"NotMet",68.3,63,NA,NA,NA,51,50,53,55,76,94,86,""
"Alamance-Burlington Schools","010390","Southern Middle","Piedmont-Triad","C",60,"C",58,"C",56,"Met",81,55,53,49,61,99,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010392","Sylvan Elementary","Piedmont-Triad","C",58,"C",60,"C",58,"Met",75.7,54,55,53,52,NA,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010394","Turrentine Middle","Piedmont-Triad","C",57,"C",61,"D",47,"Exceeded",85.9,50,53,38,62,83,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010396","Walter M Williams High","Piedmont-Triad","C",69,"",NA,"",NA,"Exceeded",90,63,NA,NA,NA,47,62,44,46,80,90,88,""
"Alamance-Burlington Schools","010400","Western Alamance High","Piedmont-Triad","C",63,"",NA,"",NA,"NotMet",54.8,65,NA,NA,NA,53,55,46,59,60,99,89,""
"Alamance-Burlington Schools","010403","Western Middle","Piedmont-Triad","C",66,"B",71,"D",51,"Met",83.4,61,65,49,76,93,NA,NA,NA,NA,NA,NA,""
"Alamance-Burlington Schools","010406","Woodlawn Middle","Piedmont-Triad","B",70,"C",65,"C",67,"Exceeded",90,65,60,62,78,99,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020302","Alexander Central High","Northwest","B",76,"",NA,"",NA,"Exceeded",93.1,71,NA,NA,NA,63,60,61,62,73,91,87,""
"Alexander County Schools","020304","Bethlehem Elementary","Northwest","C",66,"C",68,"C",62,"Met",71.1,65,65,62,73,NA,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020306","East Alexander Middle","Northwest","C",60,"C",64,"D",48,"Met",83,54,60,38,80,90,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020308","Ellendale Elementary","Northwest","C",67,"C",68,"B",70,"NotMet",68.7,67,65,70,63,NA,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020316","Hiddenite Elementary","Northwest","C",62,"C",59,"C",64,"Met",77.4,58,53,61,65,NA,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020320","Stony Point Elementary","Northwest","C",63,"C",63,"C",58,"Met",76.4,60,58,56,79,NA,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020324","Sugar Loaf Elementary","Northwest","B",74,"B",71,"B",70,"Met",84,72,68,67,95,NA,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020328","Taylorsville Elementary","Northwest","C",57,"C",63,"C",55,"NotMet",59.9,57,59,55,56,NA,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020330","West Alexander Middle","Northwest","C",65,"C",65,"D",54,"Exceeded",88.7,59,62,45,80,99,NA,NA,NA,NA,NA,NA,""
"Alexander County Schools","020332","Wittenburg Elementary","Northwest","C",63,"C",66,"D",54,"Met",73.6,60,63,53,76,NA,NA,NA,NA,NA,NA,NA,""
"Alleghany County Schools","030304","Alleghany High","Northwest","B",71,"",NA,"",NA,"Met",82.3,68,NA,NA,NA,58,59,60,51,86,93,86,""
"Alleghany County Schools","030308","Glade Creek Elementary","Northwest","B",70,"C",69,"C",67,"Met",84.3,66,65,64,76,99,NA,NA,NA,NA,NA,NA,""
"Alleghany County Schools","030316","Piney Creek Elementary","Northwest","B",80,"B",80,"B",72,"Met",81.2,79,78,74,90,99,NA,NA,NA,NA,NA,NA,""
"Alleghany County Schools","030320","Sparta Elementary","Northwest","C",64,"C",66,"C",56,"Exceeded",86.4,59,61,51,72,70,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040304","Anson Co. Early College High","Southwest","B",70,"",NA,"",NA,"Met",83.6,66,NA,NA,NA,66,73,21,54,NA,99,99,""
"Anson County Schools","040305","Anson Academy","Southwest","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040306","Anson High School","Southwest","D",50,"",NA,"",NA,"NotMet",66.2,46,NA,NA,NA,25,21,5,30,24,99,89,""
"Anson County Schools","040308","Ansonville Elementary","Southwest","B",70,"C",68,"C",69,"Exceeded",88.1,65,66,63,69,NA,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040309","Anson Middle","Southwest","D",42,"D",41,"F",36,"NotMet",61.6,37,34,28,54,92,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040311","Wadesboro Primary","Southwest","F",35,"F",38,"F",36,"NotMet",63.9,28,31,25,20,NA,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040316","Lilesville Elementary","Southwest","D",43,"D",48,"D",40,"Met",79.1,34,41,29,26,NA,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040324","Morven Elementary","Southwest","D",45,"D",43,"D",43,"Met",84.4,35,34,33,50,NA,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040328","Peachland-Polkton Elem","Southwest","C",59,"C",59,"C",56,"Met",75.9,55,55,51,77,NA,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040330","Wadesboro Elementary","Southwest","F",36,"F",38,"F",32,"Met",75.8,26,30,20,36,NA,NA,NA,NA,NA,NA,NA,""
"Anson County Schools","040700","Anson New Tech High","Southwest","D",46,"",NA,"",NA,"NotMet",59.3,43,NA,NA,NA,14,37,18,38,NA,99,99,""
"Ashe County Schools","050302","Ashe County High","Northwest","C",69,"",NA,"",NA,"NotMet",64.3,70,NA,NA,NA,63,60,52,64,75,99,86,""
"Ashe County Schools","050305","Ashe County Middle","Northwest","C",66,"C",69,"D",53,"Met",73.4,64,67,51,83,NA,NA,NA,NA,NA,NA,NA,""
"Ashe County Schools","050310","Blue Ridge Elementary","Northwest","C",65,"C",62,"C",64,"Exceeded",91.3,58,56,57,72,NA,NA,NA,NA,NA,NA,NA,""
"Ashe County Schools","050330","Mountain View Elementary","Northwest","B",72,"B",70,"C",69,"Exceeded",90.2,67,66,64,81,NA,NA,NA,NA,NA,NA,NA,""
"Ashe County Schools","050335","Westwood Elementary","Northwest","B",72,"B",71,"B",72,"Met",84.9,69,68,68,79,NA,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060302","Avery County High","Northwest","B",70,"",NA,"",NA,"NotMet",66.1,71,NA,NA,NA,NA,55,50,47,79,99,99,""
"Avery County Schools","060304","Banner Elk Elementary","Northwest","C",64,"C",62,"C",63,"Met",79.1,60,58,60,68,NA,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060310","Cranberry Middle","Northwest","B",80,"B",75,"B",77,"Exceeded",93.1,77,74,72,93,99,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060316","Crossnore Elementary","Northwest","B",83,"B",78,"B",83,"Exceeded",91,80,77,81,90,NA,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060318","Avery Middle","Northwest","C",64,"C",63,"C",57,"Exceeded",88.3,58,57,50,76,92,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060322","Freedom Trail Elementary","Northwest","C",68,"C",68,"C",65,"Exceeded",86.6,63,64,60,69,NA,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060328","Newland Elementary","Northwest","C",61,"C",61,"C",60,"Met",80.9,56,57,54,59,NA,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060332","Riverside Elementary","Northwest","C",61,"C",57,"C",61,"Met",83.4,56,51,55,72,NA,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060334","Blue Ridge Academy","Northwest","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Avery County Schools","060700","Avery High STEM Academy","Northwest","B",80,"",NA,"",NA,"NotMet",63.6,85,NA,NA,NA,78,71,81,84,89,99,99,""
"Avery County Schools","060701","Avery High Viking Academy","Northwest","F",32,"",NA,"",NA,"NotMet",65.9,23,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070302","Eastern Elementary","Northeast","I",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070308","Bath Elementary","Northeast","C",65,"C",65,"C",61,"NotMet",59.5,67,64,62,85,99,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070310","B C Ed Tech Center","Northeast","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070311","Beaufort Co Early College High","Northeast","A",93,"",NA,"",NA,"Met",80.9,99,NA,NA,NA,94,99,88,99,NA,99,99,"N"
"Beaufort County Schools","070325","Chocowinity Middle","Northeast","C",59,"C",57,"D",54,"NotMet",62.8,58,55,49,72,99,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070326","Chocowinity Primary","Northeast","B",81,"B",84,"B",78,"Met",80.5,82,84,80,NA,NA,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070327","John C Tayloe Elementary","Northeast","C",62,"C",61,"C",57,"Exceeded",88.2,56,55,57,NA,NA,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070328","John Small Elementary","Northeast","D",49,"D",51,"D",46,"NotMet",57.1,47,47,43,54,NA,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070329","Northeast Elementary","Northeast","C",56,"D",54,"D",54,"Exceeded",86.2,49,47,46,56,99,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070330","Northside High","Northeast","C",62,"",NA,"",NA,"NotMet",55.3,64,NA,NA,NA,44,52,46,51,81,99,87,""
"Beaufort County Schools","070338","P S Jones Middle","Northeast","D",54,"D",49,"D",48,"Exceeded",90,45,41,36,69,90,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070339","Southside High","Northeast","C",62,"",NA,"",NA,"Met",80,58,NA,NA,NA,50,42,33,33,76,99,90,""
"Beaufort County Schools","070340","S W Snowden Elementary","Northeast","F",38,"D",46,"F",31,"Met",70,29,37,22,29,NA,NA,NA,NA,NA,NA,NA,""
"Beaufort County Schools","070342","Washington High","Northeast","C",57,"",NA,"",NA,"NotMet",55.5,57,NA,NA,NA,33,49,38,49,68,93,87,""
"Bertie County Schools","080311","Bertie Early College High","Northeast","B",80,"",NA,"",NA,"Met",82.2,80,NA,NA,NA,80,74,77,60,73,99,99,""
"Bertie County Schools","080312","Bertie High","Northeast","D",47,"",NA,"",NA,"Met",73.3,40,NA,NA,NA,24,23,18,10,32,99,84,""
"Bertie County Schools","080314","Bertie Middle","Northeast","D",44,"D",46,"F",32,"Met",76.6,36,37,23,64,94,NA,NA,NA,NA,NA,NA,""
"Bertie County Schools","080348","Aulander Elementary","Northeast","D",47,"D",44,"D",50,"Met",81.8,39,35,41,41,NA,NA,NA,NA,NA,NA,NA,""
"Bertie County Schools","080356","West Bertie Elementary","Northeast","D",46,"D",48,"D",47,"Met",78.7,38,40,38,33,NA,NA,NA,NA,NA,NA,NA,""
"Bertie County Schools","080360","Colerain Elementary","Northeast","D",44,"D",47,"D",45,"Met",72.4,37,39,39,30,NA,NA,NA,NA,NA,NA,NA,""
"Bertie County Schools","080362","Windsor Elementary","Northeast","D",50,"D",43,"D",48,"Met",73.4,44,37,41,71,NA,NA,NA,NA,NA,NA,NA,""
"Bertie County Schools","080375","Bertie Academy","Northeast","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bertie County Schools","080700","Bertie STEM High","Northeast","A",86,"",NA,"",NA,"Met",79.4,86,NA,NA,NA,73,75,87,73,53,99,99,"N"
"Bladen County Schools","090304","B T Washington Primary","Sandhills","D",45,"D",46,"D",49,"NotMet",63.8,40,41,43,29,NA,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090315","Bladenboro Middle","Sandhills","D",43,"D",43,"F",30,"NotMet",67.4,37,35,21,63,92,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090317","Bladenboro Primary","Sandhills","C",60,"C",61,"C",60,"Met",71.7,58,59,56,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090318","Bladen Lakes Primary","Sandhills","D",54,"C",59,"D",50,"Met",74.7,49,56,42,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090320","Clarkton School of Discovery","Sandhills","C",58,"C",62,"D",49,"NotMet",59.8,57,59,46,71,99,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090324","Dublin Primary","Sandhills","C",66,"C",67,"C",65,"Met",80.2,63,64,62,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090328","East Arcadia Elementary","Sandhills","D",43,"D",46,"F",36,"Met",81.1,33,36,26,35,99,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090330","East Bladen High","Sandhills","D",52,"",NA,"",NA,"NotMet",59.5,50,NA,NA,NA,25,37,33,39,47,99,80,""
"Bladen County Schools","090332","Elizabethtown Middle","Sandhills","F",31,"F",35,"F",25,"NotMet",50,26,28,18,36,37,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090333","Elizabethtown Primary","Sandhills","D",51,"D",49,"D",53,"Met",81.8,43,41,46,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090352","Plain View Primary","Sandhills","D",48,"C",55,"D",42,"NotMet",68.4,43,49,37,NA,NA,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090365","Tar Heel Middle","Sandhills","D",45,"D",45,"D",40,"Met",73.4,38,39,29,46,82,NA,NA,NA,NA,NA,NA,""
"Bladen County Schools","090368","West Bladen High","Sandhills","C",55,"",NA,"",NA,"NotMet",69.9,51,NA,NA,NA,30,46,34,29,62,99,77,""
"Brunswick County Schools","100302","Belville Elementary","Southeast","C",61,"C",62,"C",67,"NotMet",68.9,59,62,62,43,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100304","Bolivia Elementary","Southeast","C",59,"C",59,"C",60,"NotMet",56.5,60,58,61,68,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100307","Brunswick County Early College","Southeast","A",95,"",NA,"",NA,"Exceeded",89.6,99,NA,NA,NA,95,99,88,99,NA,99,99,"N"
"Brunswick County Schools","100308","Brunswick County Academy","Southeast","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100309","Cedar Grove Middle","Southeast","D",54,"C",57,"D",41,"Met",77.8,49,51,34,81,99,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100310","Jessie Mae Monroe Elementary","Southeast","D",46,"D",51,"D",46,"NotMet",62.2,42,46,41,36,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100316","Leland Middle","Southeast","C",55,"C",55,"D",45,"Met",80.5,49,50,36,74,99,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100320","Lincoln Elementary","Southeast","C",58,"D",47,"C",63,"Exceeded",88,50,40,56,61,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100326","North Brunswick High","Southeast","C",63,"",NA,"",NA,"Met",80.6,59,NA,NA,NA,30,49,54,48,57,99,85,""
"Brunswick County Schools","100332","Shallotte Middle","Southeast","C",60,"C",64,"D",43,"Met",71.9,57,61,39,85,99,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100334","South Brunswick High","Southeast","B",74,"",NA,"",NA,"Exceeded",90.9,70,NA,NA,NA,59,57,66,66,72,99,84,""
"Brunswick County Schools","100335","South Brunswick Middle","Southeast","C",61,"C",62,"D",51,"Met",83.1,55,58,42,75,95,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100336","Southport Elementary","Southeast","C",58,"C",65,"D",50,"NotMet",57.7,58,64,48,68,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100338","Supply Elementary","Southeast","D",47,"D",50,"D",48,"NotMet",57.7,44,46,45,35,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100339","Town Creek Elementary","Southeast","C",55,"C",57,"D",54,"NotMet",61,53,55,50,58,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100340","Union Elementary","Southeast","B",75,"B",73,"B",76,"Exceeded",87.2,72,70,73,76,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100342","Virginia Williamson Elem","Southeast","C",63,"C",61,"C",62,"Met",82.4,59,56,58,71,NA,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100344","Waccamaw","Southeast","C",64,"C",59,"C",61,"Exceeded",86.8,59,53,56,76,99,NA,NA,NA,NA,NA,NA,""
"Brunswick County Schools","100348","West Brunswick High","Southeast","B",74,"",NA,"",NA,"Exceeded",90.9,70,NA,NA,NA,63,59,57,62,75,99,83,""
"Buncombe County Schools","110303","Community High School","Western","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110304","Reynolds High","Western","B",77,"",NA,"",NA,"Met",80.6,76,NA,NA,NA,69,69,63,70,78,99,91,""
"Buncombe County Schools","110306","Reynolds Middle","Western","C",66,"C",64,"C",60,"Exceeded",87.6,60,59,54,71,95,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110308","Barnardsville Elementary","Western","C",67,"C",69,"C",66,"Met",77.9,65,68,61,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110318","Black Mountain Elementary","Western","C",62,"C",63,"C",63,"NotMet",58.2,63,63,62,65,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110320","Black Mountain Primary","Western","B",70,"B",72,"C",64,"Met",80.4,67,70,64,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110322","Early College","Western","A",91,"",NA,"",NA,"Met",80.5,93,NA,NA,NA,84,95,93,95,NA,99,99,"N"
"Buncombe County Schools","110323","Middle College","Western","B",74,"",NA,"",NA,"",NA,74,NA,NA,NA,NA,NA,40,56,67,99,69,""
"Buncombe County Schools","110324","Candler Elementary","Western","C",59,"C",61,"C",59,"NotMet",67.3,57,56,57,57,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110326","Cane Creek Middle","Western","B",77,"B",74,"B",74,"Exceeded",87.7,75,72,70,85,99,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110332","Bell Elementary","Western","B",73,"B",75,"C",69,"Met",80.8,72,72,69,77,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110336","Owen High","Western","C",67,"",NA,"",NA,"NotMet",63,68,NA,NA,NA,43,65,57,58,75,95,90,""
"Buncombe County Schools","110338","Owen Middle","Western","C",60,"C",62,"D",47,"Met",79.3,55,56,41,75,94,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110340","Erwin High","Western","C",62,"",NA,"",NA,"Met",72.6,59,NA,NA,NA,42,48,49,42,73,92,83,""
"Buncombe County Schools","110342","Erwin Middle","Western","D",52,"D",50,"D",45,"NotMet",64.4,49,45,39,69,93,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110348","Emma Elementary","Western","D",51,"D",47,"D",54,"Exceeded",85.8,42,39,46,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110352","Enka High","Western","C",63,"",NA,"",NA,"NotMet",55,65,NA,NA,NA,42,59,59,54,83,99,81,""
"Buncombe County Schools","110356","Fairview Elementary","Western","B",70,"C",65,"C",69,"Met",83.7,67,63,66,79,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110366","Glen Arden Elementary","Western","B",76,"B",77,"B",75,"Met",74.7,76,77,76,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110368","Haw Creek Elementary","Western","B",70,"B",71,"C",66,"Met",80.7,67,69,64,72,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110370","Hominy Valley Elementary","Western","B",73,"C",69,"B",76,"Met",83.4,70,66,73,72,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110372","Johnston Elementary","Western","D",46,"D",48,"D",44,"Met",74.5,38,42,34,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110376","Leicester Elementary","Western","C",61,"C",63,"C",58,"Met",75.5,57,58,56,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110379","North Buncombe Elementary","Western","C",65,"C",62,"C",66,"Met",84.9,59,60,59,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110380","North Buncombe High","Western","B",75,"",NA,"",NA,"Met",83.3,73,NA,NA,NA,57,66,65,69,84,99,90,""
"Buncombe County Schools","110381","North Buncombe Middle","Western","C",66,"C",61,"C",62,"NotMet",67.5,66,62,60,73,94,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110382","North Windy Ridge Intermediate","Western","C",67,"B",70,"C",66,"Met",79.8,63,66,63,58,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110384","Oakley Elementary","Western","C",56,"C",56,"C",55,"Met",79.5,50,51,49,51,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110388","Pisgah Elementary","Western","B",80,"B",76,"B",83,"Met",81,80,75,84,87,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110401","Enka Middle","Western","C",58,"C",59,"D",50,"NotMet",58.6,58,57,48,76,95,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110408","Sand Hill-Venable Elem","Western","C",58,"C",61,"C",59,"NotMet",61.6,57,58,57,56,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110410","Avery's Creek Elementary","Western","C",61,"C",62,"C",60,"Met",76.4,57,57,57,NA,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110412","Williams Elementary","Western","C",66,"C",69,"C",62,"Met",80.3,63,65,60,68,NA,NA,NA,NA,NA,NA,NA,""
"Buncombe County Schools","110416","Roberson High","Western","B",73,"",NA,"",NA,"NotMet",60.6,76,NA,NA,NA,64,73,61,72,76,99,93,""
